	10
직원분들도 친절하시고 바텐더 분들이 유쾌하시고 손님들과 소통도 잘 해주셔서 정말 좋은 시간 보내다 갑니당 다음에 꼭 다시 올테야	10
다들 너무 재밌으시고남자바텐더분이 너무 잘생기셨습니다!! 강추강추!!!!!! 무조건 메인바에 앉으세요!!	10
벌써 세네번째정도 가는건데 항상 친절하고 서비스도 너무 좋아용•̀.̫•́✧ 생일이면 칵테일도 주고 꺄하분위기도 좋구 노래도 좋구우우~~~ 너무 좋은시간 보냈어용👍🏻👍🏻	10
곧 연말이라 예약이 다 차있을듯 싶어서 조금 일찍 예약하고 방문했는데 연말에 또올것같네용 ㅋㅋㅋ	10
분위기가 너무 엔틱하고 고급스럽고 직원분들도 너무 친절하셔서 매우 만족했습니다 !!	10
직원분들 친절하시고 분위기 너무좋았어요!	10
좋아요좋아요 감바스맛있었어요!!	10
분위기도 너무 좋고 안주도 맛있고 다 너무 좋았어요	10
ㅎ.ㅎ 항상 친절 및 핫플 ㅎ.ㅎ 대박입니당	10
귀한 손님과 즐건 시간 보냈습니다~	10
바텐더님이 너무 재밌고 재치 있으세요~ 칵테일 맛집 사진맛집 	10
분위기 좋은바에요가격이좀 쌔긴 하지만 특별한날 한번씩 가면 좋을것같아요	10
이쁘네요친절하시고, 여성고객들이 많이 오시네요	10
친절하고 재미있게놀다갔어용	10
분위기도 좋고 직원분들 정말 친절하시네요ㅠㅠ! 잘 놀다왔네용~	10
#강남#친절한bar정말 맛있게 먹고 가요	10
테이블 높이가 낮아서 식사하기에는 좀 불편했어요. 또 음악소리가 커서 대화소리도 잘 안들렸네요	10
요즘 강남역 핫플레이스래서 갔더니 분위기도 음악도 최고였어요ㅠㅠ직원분들도 너무 친절하구 음식도 맛있고 매장만 봐도 청결을 많이 생각하는게 느껴지더라고요아무튼 다음에 또 가봐야겠어요🥰	10
항상 최고입니다.	10
이번이 2번째 방문인데 너무 잘해주시는거 같아요.다른 라운지 빠와는 다르게 저의 얼굴과 이름을 기억해주신건지 직원분들이 제 스타일에 맞는 새로운 칵테일을 추천해주고 같이 방문한 친구한테도 칵테일 설명을 잘 해주셔서 너무 만족했습니다.다음에도 방문하고 싶네요!!!😍😍😍😍😍😍	10
분위기 좋고 직원분도 친절해서 덕분에 좋은시간 보내고 왔습니다!ㅎㅎ	10
2층은없어서 1층으로 갔는데, 생일파티하기 좋았습니다. 내부가 넓고 프라이빗해요. 라운지 분위기를 즐기려면 1층테이블자리도 좋을거같아요.	10
만족스러웠습니다	10
분위기 좋아여	10
방도 넓고 쾌적하고 조용해서 너무 좋았어요!	10
좋아요좋아요좋아요 특별한 기념일에 오면 좋을것 가타요	10
최고에요!	10
친구들과의 모임으로 다시 한 번 예약하고 방문 했는데 항상 좋은 분위기와 서비스 때문에 누구에게나 한 번은 추천 할 곳이라고 생각해요~!	10
정원 6명인데 6명 다 들어가면 좀 답답한 느낌이 잇긴해요 ㅋ그래도 파티하는데 분위기 너무 좋아서 만족합니다^^	10
남자친구랑 데이트하기에 너무 좋은 곳이에요재방문의사 1000000%	10
강남역근처에서 분위기 있는 라운지펍 찾다가 방문해보았는데 비슷한 분위기의 다른 곳들보다 훨씬 좋았어요. 다음에 또 방문하겠습니다.	10
만족스러웠어용♥️	10
음악소리가 좀 큰것 빼고는 다 좋았습니다.	10
너무 좋아요~~ 직원분들도 친절하고 분위기도 좋고 ㅎㅎ 다음에는 룸 말고 홀에서도 먹어보고 싶네요	10
분위기가 정말 엔틱하고 고풍스럽고 인테리어분위기에 한번놀라고 직원분들의 친절함에 한번더 놀랐어요 !! 진짜 대박이었어요 !	10
전에 왔었는데 너무 좋아서 재방문 했어요!직원들도 친절하고 분위기도 다른 라운지바 비교가 안될정도로 훨씬 좋고 안주도 맛있고 아주 만족하고가요👍🏼	10
분위기 너무 좋구 직원분들 모두 친절하셔서 좋았어요특별한 날을 만들어주셔서 감사합니다😊다음에 또 방문할게요👍👍	10
양쪽 옆방 사람 없을때는 별6개감이였는데 사람들 들어오더니 방 조명 최대로 키워서 눈뽕시려서 도망나갔어요 ㅠㅠ 방 사이 가벽이 위에 틈이있고 벽이 반투명이여서 방마다 조명 조정할수있는게 오히려 독이되네요......	10
친구들과 강남에 분위기있는 술집을 찾다가 들렸느데, 예약서비스도 친절하시고 분위기도 너무좋아서 좋은추억만들었어용~~ㅎㅎㅎㅎ다음에 생일파티나 남자친구랑 다시들리겠습니다><	10
분위기도 좋고 직원들도 친절해서 불편한게 없었어요~!기념일이나 회식파티하기 딱 좋을거같아요!!	10
분위기 좋네용 편하게 즐기고 갑니다.	10
생파하기에 아주 좋아용~	10
재방문인데 분위기도 너무 좋아서 시간가는줄 모르고 즐거운 시간 보냈어요서비스도 너무 좋았습니다^^* 다음에 또 올게요~~~~~~~!	10
좋아요좋아요좋아요 특별한 기념일에 오면 좋을것 가타요	10
만족해요~!	10
룸예약할라다가 답답할것같아서 테이블잡았는데 편하고 좋네요 선곡도 좋고요 ~ 담에 또올게요	10
너무 이쁘고 좋았어요	10
친절하세요 분위기도 좋아요!	10
분위기좋고 음식 맛있었습니다	10
완전굿굿 ㅎ.ㅎ	10
분위기 완전 좋아요! 조용하게 놀고싶어서 룸 예약했는데 다음엔 테이블에서 놀아도 좋을거같아요	10
직원분들도 다 너무 친절하고 분위기도 좋아요	10
단체로 조용하게 이야기하기좋습니다.	10
룸예약할라다가 답답할것같아서 테이블잡았는데 편하고 좋네요 선곡도 좋고요 ~ 담에 또올게요	10
그랜드룸을 사용했는데, 덩치가 큰 분들이 아니시라면 그냥 보조의자 없이 15명까지는 괜찮더라고요. 다 좋은데 칵테일이랑 음식 종류가 좀더 많았으면 좋겠어요. 피자, 큐브스테이크, 감바스 다 맛있었어요! 과일도요. 모임하기 딱 좋아요.	10
들어가자마자 가게 분위기 보고 한번 놀라고 직원들 서비스에 두번 놀랐네요 칵테일이랑 음식도 퀄리티 있게 잘 나오고 인테리어도 전반적으로 세심하게 잘 꾸며져 있고 룸도 편하게 잘 구비되어 있더라구요 이번엔 친구 생일 파티때 왔지만 다음에 여자친구랑도 또 들릴 것 같네요	10
평일임에도 손님이 많았어요 !! 예약하고 가길 잘했다는 ㅋㅋ	10
룸이용은 예약해야 할 것같아서 하고 갔어요 !!! 술종류를 잘 몰라서 걱정됐는데 직원분께서 친절히 설명해 주셔서 감사했어요 ~!!	10
강남역에 라운지가 있다고해서 가봤는데인테리어가 색다르고 직원들이 다들 친절하셔서 너무 만족스러웠어요! 다음에 또 올게요~~	10
생일이라서 친구들이랑 놀라고 미리 예약하고 갔어요 매번 생일때마다 오는곳이라ㅎㅎ 역시 좋아용	10
분위기 아주 좋았어요	10
매우친절하심ㅇ	10
분위기도 너무 좋고 직원들도 친절하고안주도 넘나 맛있었어여!! 매우만족입니당👍🏼	10
저녁이긴해도 근로자의날이라서 사람많을까봐 예약하고 갔는데 역시나 핫하네요 ㅋㅋ 예약하고 가길 잘했어요 안주도 맛있고 잘놀다왔습니다	10
조용해서 파티하기 너무 좋았어요!	10
생파하러감 모든게 만족키크신남자직원 존잘임 즐거웟움 👍🏻👍🏻	10
룸 너무 편하게 사용하다 갑니다~~ 또 방문할것 같아요~~ :)) 감사합니다! 음식도 맛잇고 술도 맛잇엇어요~~ 생일파티 폭죽도 감사해요!!	10
예약하고 안갔어요 ㅋㅋ	10
분위기도 좋고 친절하시고 데이트 장소로도, 친구들과의 모임 장소로도 최고입니다. 와인 종류가 많지는 않지만 칵테일과 위스키도 있으니 취형에 맞게 드시면 될 듯해요. 재방문 의사 있어용	10
생일파티 했는데, 생일주도 나오고 룸별로 예약할 수 있어서 가격이 조금 있지만, 대화도 잘 들리고 좋았습니다	10
룸빌려서 단체모임했는데 조용하고 분위기도 좋았어요!! 식사될만한 안주가 좀더 많았음 좋겠습니다	10
베스트오브베스트입니다	10
생일이라서 친구들이랑 놀라고 미리 예약하고 갔어요 매번 생일때마다 오는곳이라ㅎㅎ 역시 좋아용	10
파티세트로 3바틀 주문하고 안주만 추가해서 먹었는데 넘 좋았어요! 노래선곡도 좋고 강남대비 가격대도 굿~	10
분위기도 있고 직원들도 다 친절하고 만족이요	10
잘놀다갑니다 직원분들 너무친절해요	10
부띠크룸이 베스트래서 잡았는데 완전 쫍아서 불편했어요 여섯명 정원이랫는데 진짜 옹기종기 따닥따닥 붙어야하고 테이블 진짜작아요 잡으실꺼면 큰방잡으시는게 좋아요 아님차라리 밖에서드세요 룸말고	10
너무즐가운시간이였어요 방이좀더워서 답답하긴한데지인들과 말소리도잘들리고 좋았어요	10
연초 친구들과 자리가 있어서 여기 추천해서 갔다왔는데 너무 좋았네요. 부티끄룸으로 예약했는데 인테리어도 이쁘고 직원분들이 친절했습니다. 다른데보다 가격도 착하고 가성비좋은 곳이네요. 다음에 또 가겠습니다.	10
생일인 친구가 둘 있기도 했고 마침 오랜만에 만나는 모임이어서 이래저래 검색하다가 여길 예약하게 되었습니다.  강남에서 시끄럽지 않게 친구들과 적당히 즐기며 이야기하기 좋은 곳입니다. 그리고 여기 있는 내내 매니저님과 알바분들이 많이 신경써 주시고 친절히 대해 주셔서 기분 좋았습니다. 다음에 또 이벤트가 있거나 친구들과 강남 놀러가면 또 갈 예정이에요!:)  케익이벤트도 감사했습니다. 저희가 파티하느라 이래저래 치울 게 많으셨을텐데 ㅠ 끝까지 친절하게 대해 주셔서 죄송하고 감사했어요. 새해 복 많이 받으세요~!:D	10
좋았어용 6명 자리도 넉넉했어요 룸이라서 같이 떠들기 좋았고요~!	10
그냥소소.	10
작년이랑 올해 생일파티를 이곳에서 했는데 역시나 직원들의 친절함과 생일서비스 모두 마음에 들었습니다 분위기도 갑!친절함도 갑!^^	10
친구들이랑 신년회하려고 룸예약했는데 분위기가 진짜 너무 좋았어요ㅠㅠ 재 방문 의사 있으며 직원분들도 너무 친절하셔서 감동ㅜ 방문했던 강남권 술집중에 가장 만족했던곳.	10
이용한 결과 만족입니다  근데할로윈이라 바빳는지  주문하면 좀 오래걸리거나 잊으시고 않오셧다는...그치만 파스타도 맛있고  직원분들이 친절하셧어요^^특히 단체샷 열심히찍어주신 직원분 감사합니다!!	10
음 친구 생일이라서 제일 좋아 보이는 룸 잡았는데, 이름 그대로 정말 럭셔리 하네요 ㅎㅎ 막 저 자신도 고급스러워 지는 느낌이네요.. 나중에 회사 직원들과 회식이나 모임자리로 와도 정말 좋을것 같아요. 강남에선 개인적으로 가장 마음에 들었던 라운지 입니다..	10
스탠다드 룸 이용했었는데 앞에 보이는 부띠끄룸이 너무 이뻐서 다음에는 부띠끄룸 이용하려구요 너무 친절하고 좋았어요 다시 올게요~~~!! 음악도 너무 좋아요~~	10
좋았어요 이뻐요	10
연말일6명이서예약하고갔음두번째방문까바2병그레이구스세트메뉴주문함아무리저렴한까바라고하더래도스파클링잔이없어서괜찮냐는최소한양해구하는말도없이화이트와인잔만띡갔다주고마는경우는뭐죠?까바에화이트와인잔이라니?먹고있을태니바꿔달라했더니그제서야6개도아닌5개가져다줌결제위해서키핑해드리겠다더니직원두명이돌아가면서들어와서카드주려고하질않나카바다먹고그레이구스가져다달래니깐함께주문했던음료나얼음은세팅도해주지않고술병만갖고와서뚜껑따고띡놓고가질않나벨을한번부를때마다5번은눌러야오고가져다주는것도한5분분위기랑흐름다끊기고수준낮음느끼고왔음연말치고손님도많지않았고직원들도많던데강남바닥에서자기이름이니셜걸고라운지바운영할거라면서비스개선이나운영개선직원들의전문성교육이필요할듯룸별담당직원운영없고술서비스에대한전문성도떨어지고그저직원들은얼굴보...	10
친구들이랑 신년회하려고 룸예약했는데 분위기가 진짜 너무 좋았어요ㅠㅠ 재 방문 의사 있으며 직원분들도 너무 친절하셔서 감동ㅜ 방문했던 강남권 술집중에 가장 만족했던곳.	10
세명이서 놀기 딱 좋았어요 직원분들 친절하셔용 ㅎㅎㅎ	10
방음은 전혀 되지 않지만ㅎㅎ그래도 분위기도 좋고 음식도 다 맛있었어요:) 담에 또 오고싶네요	10
맛도 있고 분위기도 좋았습니다. 아쉬운건 벨 누르면 직원분들이 좀만 빨리 와주셨으면 좋겠어요ㅠㅠ 종종 3번정도 눌러야 오실 때가 있어서.. 대체적으로 만족스러웠고 재방문 의사도 있습니다~	10
직원들도 너무 친절하고 분위기 깡패👍 핫플레이스인 이유가 있었어요	10
분위기도 좋고 인테리어 멋있어요	10
룸 예약하고 이용하니 조용하고 편했어용음식이랑 칵테일도 정말 맛있었습니다!! 칵테일이 진짜진짜 이쁘게 나오고 맛도 있고 양도 꽤 돼서 전혀 가격이 아깝지 않아요!	10
모임장소로 고급스럽고 좋았습니다.👍	10
상당히 친절하고 잘못된거 있으면 바로바로 처리해줘서 좋았습니다	10
고ㅑㄴ찮았어요 가격이 비싼편이지만 룸에선 조용하더라구요	10
괜찮았어요 친절하시고  다만 럭셔리룸으로 변경적용됐다고 안내까지 다 받았는데 매장내에서는 전달을 못받았다고 해서 좀 번거로웠네요 이 점은 좀 아쉬웠어요  다음엔 소수정예로 로비에서 마시려구요  충전맡겼었던 보조배터리 얼른 찾으러갈게요	10
친구 생일이라 예약하고 갔는데 직원분들 친절하시고 아주 좋은 분위기에 좋은시간 보냈습니다^^ 안주도 너무 맛있네요~ 추천합니다!!👍👍	10
룸잡고 놀았는데 약간 긷힌거 같은 기분이가 들긴 하지만  술과 음식 모두 맛있었어요~~ㅎㅎㅎ	10
너무 조아요음식 시키고 술 시키고 하면 20만원 기본으로 넘으니까 룸 예약하실때 그냥 비싼 예쁜 방으로 예약하세요 여러분!	10
벌써 세번째 방문입니다. 처음와본 친구들이 너무 좋아하네요. 생각보다 가격도 안비싸고 청담쪽만 갔었는데 여기가 가성비갑이네요. 서비스도 좋고 직원분들 모두 친절해서 좋습니다. 특히나 감바스가 진짜진짜 맛있네요 여기저기 다먹어봤지만 최고입니다. 직원들 서비스교육을 따로 하는건지 상냥하시네요. 저번에는 스탠다드룸 이용했는데 부띠끄룸이 훨씬더 이쁘네요. 다음에 또 올게용. 추천합니다 AY 굿	10
넘넘넘넘 조아써요 분위기 깡패!!	10
TV에서 많이 나오길래 가봤는데 분위기 정말 최고였어용!직원분들도 넘나 친절하시구 안주 감바스 완전 존맛탱 ㅠㅠ남자친구랑 같이 갔는데 너무너무 좋았습니다 ㅎㅎ	10
요번에 회사에서 부서 회식이있어 알아보던중 ay라운지를 발견해 예약잡았어요! 제가 알아보고 예약한거라 다른분들이 혹여나 만족못하시면 어쩔까 걱정하며 갔지만 너무나 좋은 분위기에 안주들도 다 너무 맛있어서 오히려 칭찬받았네요^^ 오랫만에 즐겁게 회식하다갑니다~~! 다음번에는 친구들이랑도 와야겠어요! 최곱니다~~!	10
서른이지만 열일곱입니다 애청자인데 거기에 ay라운지가 나오더라구요~! 옛날에 방문했었다가 티비에 방영된거보고 생각나서 요번 모임을 여기서 가졌네요^^ 티비에 방영될만한 분위기인것같아요~ 전과는 메뉴등이 많이 달라졌던데 음식도 입에 잘맞고 분위기가 좋아서 그런지 술도 참 맛있게 먹었네요~ 직원들도 정말 친절하니 재방문의사 있습니다^^	10
거래처분들과 저희 직원과의 기분 좋은 저녁 시간 보냈습니다. 분위기도 음식도 만족스러웠습니다. 조만간 타 거래처와 다시 예약 방문 예정입니다. 감사합니다	10
친구가 생일이어서 다시 방문했어요! 안주가 새로 생겼더라구요 개인적으로 맛도 좋았고 서비스도 좋았습니다! 다음에는 홀도 이용해 보려구요!	10
나름 저렴하고 분위기 좋아요 	10
룸에서 생일파티 했는데 노래 선곡도 좋고인테리어도 너무 예뻐서 인생샷 많이 건지고 왔습니다~!친구들도 다들 좋아라 했구용 재방문 의사 1000%!!!!	10
감바스랑 루꼴라피자 JMT(존맛탱) 직원분들 다 잘생기셨고 친절보스 룸 예약할거면 스탠다드보단 부티끄(별 다른 이유 없음  더 예쁨) 생일자한테 생일주 칵테일 주는거 굿(이것도 걍 이쁨)	10
역시 믿고 가는 AY라운지~~ 음악도  분위기도 칵테일도 최고였던!! 함께간 지인들도 무척 좋아했어요!ㅎㅎ 다음에 또 방문할게요~	10
좋습니다ㅋ	10
지인 소개로 다녀왔는데 안주도 맛있고 그 주변 다른 라운지바에 비해가격도 저렴한 편이었어요~~ 칵테일도 너무 맛있었구 만족했습니다 ~	10
생파하려고 룸예약해서 갔는데 케잌을 들고 가니 직원이 오자마자 케잌charge 5천원이 있다고 함 스텐다드룸 분위기는 사진보다 별로였고 홀분위기가 더 나은듯 여직원 한명은 친절하고 남직들은 불친절함 칵테일 맛은 괜찮았고 안주인 감바스와 치킨가라아게 짜고 별로임 룸이라 16만원을 채워야해서 안주를 주문하면서 얼마 더 주문해야되는지 물어보았는데 2만6천원이라고 해서 메뉴판을 보여주며 만원짜리 와인 3잔 추가해달랬는데 하우스와인 맞냐고 해서 그게 만원짜리인줄 알고 달라고 해서 다 마시고 나왔는데 밖에서 계산서를 보니 만팔천원짜리 와인 3잔을 주고 계산되어있음.따지려고 했는데 친구가 이미 먹은거니까 어쩔수 없다고 그냥 가자고 해서 왔지만 호구가 된 기분이 들었고 친구들한테 미안함. 최악의 생파였고 재방문의사 없음.	10
조금은 수다스럽게, 나름은 우리끼리만 즐거움을 나누고 싶을때 추천 할 만한 공간입니다.	10
남자친구랑 분위기있는곳 찾다가 예약하고 갔는데 인생샷 엄청 찍고 왔어용!! 다음에 친구들이랑 생일파티 여기서 하고싶어용ㅎㅎ	10
이번에 벌써 두번째 방문이에요~! 예전과 메뉴들이 많이 달라졌더라고요 이번 메뉴도 역시나 JMT ㅋㅋㅋㅋㅋ갈때마다 입과 눈이 즐거워지는 곳이라 너무 좋아요 굿~! 모임장소는 역시 에이와이라운지인듯요^^	10
분위기가 넘 좋아서 좋았어요. 인테리어가 맘에들어서 사진도 많이 건졌습니다~~ 가격도 저렴하고 친구들하구 잘놀고가용~. :-)	10
친구들이 너무 좋아했어요 ~ 또 갈께요	10
남자들끼리 갔는데 예쁘신 여성분들이 너무 많아서 눈이 즐거웠습니다... 칵테일도 라운지바인데 퀄리티가 좋고 음식, 분위기 너무 좋습니다 ~한번 가보세요	10
인테리어도 느낌있게 잘되어 있구 칵테일도 맛있고 너무 좋았어요!!	10
분위기, 음식 모든게 다 좋았어요...직원분들도 너무너무 친절하셔서 부담없이 재밌게 먹고,놀다올수있었습니다!!	10
분위기도 좋고 사진도 너무 잘나와요!!!  데이트하기 딱 좋은곳 같아요>< 다음에 생일파티할때 가면 좋을것같아요	10
분위기도 좋고 맛은 괜찮았으나 가성비가 너무 떨어짐.또한 방음이 안되서 룸이였는데도 너무 시끄러움. 재방문의사 없음	10
생일파티하려고 예약했는데 우선 방이 사진보다 작아서 당황스러웠어요.. 그래도 음식은 다 맛있고 생일이라고 칵테일도 해주셨어요~	10
매장들어가자마자 인테리어가 너무 잘되어있구 사진찍기에도 조명이 너무 잘 받쳐주는 분위기가 너무 좋았어요! 저는 갈릭가라야게를 먹었는데 간이 참 잘 베어있고 맛있었습니다 ㅎㅎ 매달 바뀌는 이벤트 칵테일이 기대되어 다음달에도 와보려 합니다.잘 놀다갑니다 !	10
친구 생일 파티하러 첨 간곳인데 너무 좋았어용!술칵테일도 좋았지만 안주 퀄리티두 굿굿^^	10
평도 좋고 드라마나 예능에서 봤던 분위기 좋은 곳이라 들렸는데 분위기만큼 서비스가 너무 좋았어요. 사소한 거 하나 하나 신경써주시고 얼음도 다 쓰기 전에 바로 채워주시길래 걸리는 점 하나 없이 재밌게 놀다 갑니다~	10
분위기 너무좋고 괜찮았어요~~ 흡연실 때문에 고생이지만 ㅜ 다른건 다 만족이였습니다	10
가격도 너무 비싸지않구 분위기도 좋구 생일이라고 칵테일샷도 주시고 좋았어요!!	10
미리 예약하고 가서 기다림이 전혀 없었고 직원들도 이쁘고 잘생겼고 젊은데 매너들이 너무 좋고 모르는 술 이름도 많았는데 친절하게 설명 해주시고 사진돜ㅋㅋㅋㅋㅋㅋㅋㅋ 너무 잘 찍어줘서 단체샷 많이 찍었어요 ㅎㅎ 분위기도 너무 좋았고 가격부분으로도 너무 만족하고 가네요 ! 다음에 서울 갈 일 있으면 또 가고싶은 라운지바예용 ㅎㅎ 완전추천합니당	10
창이있는 룸 이용했었는데 너무 좋았어요 감바스 취향저격이었고 분위기가 좋아서 다른곳에서 먹는것보다 더 기분좋게 취할수있는 시간이었던것 같아요 그리고 수염나있는 분 잘생겼어요^^!!	10
오랜만에 만난 친구들과 예약하고 왔는데 분위기도 좋고 칵테일도 이쁘게 나오고 음식이 너무 맛있었어요! 특히 감바스와 파스타가 맛집인것같아요! 마지막 갈때까지 직원분들께서 친절해서 너무 좋았어요!! 다음에 꼭 다시 올께요 !!!감사합니다~~	10
친구들과 같이 갔는데 분위기에 취해 다시 또 오고싶어지네요ㅎㅎ 그리고 안주도 엄청 맛있었어요! 다음에는 칵테일 먹으러 갈께요!!!	10
글쎄요. 예약할때부터 기본 1인당 칵테일이라는 말은 전혀 없었는데 가니까 그제서야 얘기하더라고요. 사실 술을 잘먹는 편이 아닌데 메뉴가 있길래 제가 잘못알았나봐요. 분위기 있는곳 가려 한건데 무조건 1인 1칵테일.. 뭐 바니까 그렇겠거니 넘어갔는데 .. 접시가 모자라 여분 접시도 갖다 달라했더니 커피잔받침접시를 가져다주면서 이거밖에 없다고.. 그래서 이거말고 그럼 큰 그릇이라도 달라했더니 그제서야 원래 세팅된거랑 똑같은거 갖다주더라고요. 아무리그래도 커피잔 받침접시가 웬말...분위기는 좋을지 몰라도 사실상 서비스도 그닥 별로였고 공짜로 먹으러 간것도 아니고 돈 다내고 먹는건데 뭔가 기분이 썩 좋진 않았네요. 아래보니까 누군 생일주도 챙겨줬다는데 아무것도 안해주고 차별하나 ㅋㅋㅋ 재방문..글쎄요.	10
모임 때문에 2층 룸을 예약했는데요. 조용하고 고급스럽고 좋았습니다. 특히 안주들이 맛 있어요. 치킨 가라아게는 3번 먹은 듯 하네요. 룸이 문으로 닫혀 있는 것은 아니어서 완전히 프라이빗 한 건 아니지만, 밖의 음악소리도 잔잔하게 들리고 분위기 좋았습니다. 신분증 검사하려고 해서 와이프는 완전 신났었다는;;  다음에 모임 있을 때 또 방문하려고 합니다.	10
친구가 오랜만에 서울로 올라와서~오랜만에 재방문했네요~! 룸에 분위기는 여전히 좋았고 메뉴가 조금 달라졌는데 설명 해주셔서 좋았어요~!!	10
재방문인데 알아봐주셔서 기분이 좋았네요분위기 때문인지 같이 간 여자 친구들이 참 좋아하더군요 뿌듯합니다~ 감바스는 정말 맛있었어요~	10
제가 갔던 바 중에 칵테일 퀄리티가 최고였습니다 ~	10
재방문인대ㅡ역시 분위기도좋고 맛도좋고 서비스도좋고 또 이용할듯합니다 덕분에 긴시간 즐겁게놀다갔습니다 추천	10
칵테일, 음식, 분위기 모두 좋아요 또 갈꺼에요 ~	10
예약하고가서 대기없이 바로앉았구요 룸으로 예약했는데 조용해서 좋았습니다 생일이었는데 생일주도 주시고 너무 좋았어요~!!!	10
분위기도 너무 좋고 직원들도 친절하더라구요!다음에도 또 이용하고싶네용	10
예약하고간덕분에편하게재밌게놀다왔어요생일이라고축하칵테일도받아서즐거운생일이였습니다	10
친구들끼리 간건데 처음 가보는 곳이라 비싸기만하고 별로일까봐 걱정 많이했어요ㅜㅜ 근데 짐짜 들어가자마자 분위기..진짜 맘에들도 직원분들 다 친절하셔서 너무 즐겁게 있다가  왓어요 두번방문 의사가 있습니다 감사랍니다!!!	10
라운지 분위기가 좋아서 좋은 사람들과 즐겁게 다녀왔습니다~  룸이용했는데 다음엔 테이블 이용해보고 싶어요 ㅎㅎ 그리고 안주도 맛있었어용!	10
분위기 너무 좋고 고급스러운데 정말 서비스는 별로.. 직원들도 불친절하고 그다지 프라이빗하지도 않아요 연말이라 그런지 단체손님들 시끌벅적하고.. 창에 커텐있는것도 말을 안해주셔서 불편하게 자리했네요.. 생일자도 있어서 미리 말씀도 드렸는데 무안하게 그냥 넘어가기~~~~ㅉㅉ 정말 별로!	10
사람도 많고 분위기가 너무 좋았습니다^^특히나 음악이 너무좋았네요~직원분들이 입장부터 기분좋게 안내해주셔서 다음에 또 가고싶네요! 새해복많이 받으세요~	10
역시 AY라운지!생일파티를 위해 간만에 모인 친구들과 정말 멋진시간 보냈네요. 사진도 이쁘게 나오고...굿~~	10
네이버로 예약하고 가니 편하네요~ 강남역에서 가까워서 찾아가는 위치도 좋고 라운지도 분위기 있어서 좋은 시간 보내다옵니다^^ 그리고 친절하게 서비스해주셔서 감사합니다. 새해 복 많이 받으세요!	10
친구들과 멋진 신년회를 위해 재방문 했는데요역시나 손님이 많아서 예약하길 잘했어요..ㅎㅎ덕분에 친구들과 좋은시간 보냈습니다~	10
완전 좋았습니다	10
분위기도 넘 좋고 재밌게 놀다 왔습니다	10
분위기도 좋고 음식도 맛있어서 잘 먹고 왔습니다. 친절한 서비스에 감사드립니다.근데 예약문자에서도 그렇고 네이버 예약 시스템에서도 8만원 이상 주문하면 룸 예약이 가능하다고 해서 부담없이 갔는데, 막상 갔더니 16만원 이상이라고 설명을 하여 몹시 당황하였습니다.	10
너무 력셔리하고 정말 좋았어여 ! 예약해서 바로 들어가고! 다른곳은 예약해도 연말이라 살짝 대기시간있는데 여기는 그런것도 없고 정말로 사람들 모두 친절하고 !! ㅎㅎ 신년회할때 또 갈께요!!	10
좋아요 이뻐요👍👍👍	10
분위기가 영화에 나오는 그분위기네요 왠지 영화 주인공이된거 같네요  주차가 호텔위주라 약간 불편합니다 아참 저녁으로 오시면 골란해요 술집입니다 잘보고가요	10
커튼룸에서 6명이 모여 크리스마스파티를 즐겼습니다~ 아주 즐거웠고, 술과 안주도 맛있었어요! 일단 에이와이라운지는 분위기부터 먹고 들어가니까 파티장소로는 최적입니다	10
분위기 너무 좋고 나오는 음악도 다 좋았습니다~안주는 기대 안했는데 너무 맛있네요 ... 자주 갈꺼같아요 짱 !!~	10
분위기,서비스 너무 좋았어요:)생일이었는데 이벤트가 있는지 몰랐네요ㅠ그래도 덕분에 즐거운 시간이었습니다^^	10
분위기 좋았어요. 룸도 좋았는데 밖에 테이블쪽도 좋아 보이더라구요. 생일자에게 특별한 칵테일은 없었으요 편하긴했어요	10
인테리어좋음 서비스별로 시끄러움 갠적으로 술이 땡기는 분위기는 아님 사람들 말소리+음악소리 합쳐져서 시끄럽고 시장같았음...	10
생일겸 친구들이랑 갔는데 분위기 넘조아여 ㅠㅠ 칵테일도 다 맛있구 서비스도 조아써요 담엔 라운지가 예뻐서 그쪽으루 갈게용	10
분위기가 너무너무 좋아서 친구들하고 기분좋게 잘 놀다 갔습니다~!!!직원분들도 친절하시고 중간중간 필요한거 물어봐주셔서 감사했습니다^^	10
분위기 너무 좋은 듯 앞으로도 자주 올거같아용 감바스 강추!!!	10
세트시켰는데 가격대비괜찮은데 각기 다른종류로만 고를수있어서 그게아쉬웠고 분위기도 인테리어 좋고 목요일이라 사람이없어서 더괜찮았던거같아요 그리고 생일이라고 칵테일 나온게 젤 맛있었어요	10
생일기념 친구랑 둘이서 룸에서 놀았는데 일단 노래도 분위기도 너무 좋았구요! 진짜 생일이나 기념일에 룸 강추!!!!!에요 절대 만족보장인듯해요 ㅠㅠㅠ친구랑 가볍게 분위기좋은곳에서 술먹고싶을때도 그냥 와서 칵테일먹어도 너무 좋을것같아요,,서비스도 너무좋고 그냥 최애라운지바 ❤️❤️❤️❤️❤️	10
사실 룸보다 라운지가 더예쁘고 좋은데괜히 룸들어왓나햇어여그래도 인테리어랑 예뻤음	10
