	10
#강남 #AY라운지 #분위기 #칵테일 #서비스퇴근하고 자주 들리는곳인데 올때마다 알아봐주시고 메인바에서 바텐더분들이 칵테일도 잘 추천해드리고 서비스도 너무 좋아서 더 자주오게되는거같아요 항상 감사합니다 ! 🍸	10
평소 룸을 선호하는데 분위기가 좋아보 테이블로 예약하고 방문했어요. 선곡이 좋아용 ㅋ	10
다시 오픈 했다해서 바로 가봤는데칵테일이 여전히 맛있었어요 ㅜㅜ문닫지마세요~~	10
에어컨 빠방해서 너무 시원하고  칵테일 및 안주도 너무 맛있어서  올때마다 늘 만족하고 가요! 	10
너무맛잇어요 제 입맛에 맞는 칵테일을 제조해주셧구 분위기도 좋아요오	10
#강남 AY라운지칵테일이 정말 맛있어요! 처음 혼술하는데 친절하게 설명해주시고 추천까지👍 혼자 온게 아닌 것처럼 말도 걸어주시고 덕분에 맛있게 먹고 분위기 좋은 곳에서 기분 좋게 놀고 갈 수 있던 것 같아요. 다음에 또 오려고요!	10
지인소개로 처음 라운지방문했습니다. 분위기가 너무 좋아서 깜짝놀랬습니다 같이간친구도 만족스러워해서 더기분좋게 마시고 놀았습니다.다음 모임때도 여기서 할생각입니다. 적극추천이예요 !!!!!!~~	10
두번째 방문인데 이번에도 정말 기분좋게 즐기다가 갑니다 분위기는 말할것도없구 강남에 있는 술집이나 라운지가 간혹 불친절해서 기분이 상할때가 있었는데 여긴 정말 친절하게 잘대해주시고 챙겨주셔서 불편함없이 놀다갑니다 연인끼리 친구끼리 분위기내고싶으시다면 여기추천이에요!	10
친구들이랑 놀러갔는데 분위기 너무 좋고 사진도 너무잘나오네용,,ㅎㅎ 남자친구랑 데이트하러 또 갈게요~~!	10
커플끼리 예약하고 갔는데 분위기 취저네요~ㅋㅋ 브라운관에서도 많이 나와서 찾아가봤는데 서비스부터해서 인테리어 너무 고급지네요! 맛있게 잘먹고 분위기에 취했다가 갑니다~~~ 다음엔 여자친구랑 2층이용해볼께요!!	10
정말 너무 분위기도 좋고 럭셔리하네요!! 친구 생일이라 파티하려고 예약잡았는데 다들 너무 만족하네요 뿌듯뿌듯 ☺️ 직원들도 너무 친절하시고 넘 만족합니당 앞으로 생파는 여기서만 해야겠어용!! 다음에 또올게욧!!	10
오랜만에 방문했어요 ㅎㅎ 직원들이 안내를 친절하게 설명해줘서 좋았습니다!	10
친절하게 응대해주셨습니다	10
친척동생이 예전부터 가고싶다고 해서 조금 이른시간에 사람들  몰리는 시간대 피해서 방문했어요~ 저도 친척동생덕에 정말 오랜만에 갔는데 역시나 ay!! 간단하게 칵테일 한잔씩만 하자고 했는데 칵테일도 너무맛있고 수다도 떨다보니 이것저것 추가해서 먹었네요 ㅋㅋ  인테리어도 고급스럽고 분위기있고 나오는 음악들도 너무나 취향저격~ 음악나올때마다 네이버로 노래찾기해서 플레이리스트에 넣어놨어요 ㅋㅋ  담엔 친척동생말고 남자친구 만들어서 남자친구랑 가...가고싶...아니 그럼 못가겠네요 ㅋㅋㅋㅋ담에도 친척동생이랑 방문할께요^^   	10
메뉴에도 없는 칵테일도 만들어주시고 일하시는분들이 너무 친절하고 즐거운 자리였습니다 :)	10
자주 애용하는곳인데 오늘도 역시 분위기 좋네요~!!! 최애 데이트 장소입니다 강추! 	10
기억에 남은 생일파티였습니다. 모임장소에 적합합니다. 	10
분위기도 너무 좋고 만들어주시는 분도 너무 센스있게 칵테일잘 만들어주시네오ㆍ. 덕분에 잘 마시고 갑니다!	10
분위기가 너무 좋고 칵테일 비주얼 넘 예뻐요 ! 	10
칵테일을 많이 마셔보지 않았는데 취향에 맞게 잘 추천해주셔서 정말 맛있게 마셨습니다! 친절하게 말해주시는 바텐더 분 덕분에 더욱 좋은 시간 보낼수 있었던 것 같아요. 강남역을 오고갈 일이 많은데 가는 길도 편한만큼 가게가 보이면 또 방문하고 싶어질거 같네요 ㅎㅎ 	10
입구부터 분위기 장악🤍음식도 너무 맛있고직원들이 너무 친절해서 좋았어요~🤗	10
코로나 때문에 회식하기 힘들었는데 룸빌려서 할수 있어서 좋았어요  분위기도 고급스럽고 다른 직원들도 좋아하더라구요 👏👏👏👏	10
직원들도 친절하고 세트 메뉴 또한 가격이 부담스럽지 않고 메뉴도 다양하고 맛있어서 자주는 아니지만 꾸준히 이용하고 있습니다. 매장 인테리어도 좋고  크리스마스 시즌이라 트리나 소품들로 꾸몄더라구요. 여자친구가 있다면 연말을 보내기에 이만한 분위기있는 곳은 없는거 같아요!	10
그냥 저냥	10
#강남역라운지 #강남역바 잘생긴 바텐더오빠가 멋진 퍼포먼스와 마술쇼도 보여줘서 지나가다가 한잔만 마시고 가려고했는데 단골되어버렸네요. 친구랑 가볍게 수다떨러도, 진중한 사업 이야기 나누기에도 좋은 곳이에요. 가격대도 생각보다 부담스럽지 않고 좋네요.	10
친구 생일 이여서 예약하고 방문했어요 ㅎ요즘 코로나때문에 사람 모여있는곳은 조금 예민할수도있는 부분인데도 다들 마스크끼고  룸도 떨어져있어서 안심하고 놀았습니다 ㅎㅎ 다음에 또 갈께여	10
강력 추천합니다~ 첨에 갔을땐 눈이 휘둥그레졌는데 이젠 익숙해졌어요 항상 볼때마다 감탄하지만 분위기가 넘 좋아요 물론 안주랑 술도 맛집입니다! 	10
항상 갈때마다 느끼는거지만 다들 친절하고 분위기도 너무좋네요 ㅎㅎ무엇보다 마스크 꼭 착용하고 손소독제도 같이 있으니 안심하고 놀수있었습니다	10
벌써 두번째 방문이네용~! 분위기가 넘 좋아서 멀어도 찾아서 방문하게 돼요ㅎㅎ 술을 못마셔서 항상 칵테일만 먹는데 너무 맛있어서 홀짝홀짝 마시다가 항상 금방 취하궁...ㅋㅋㅋㅋ담엔 남자친구랑 갈게요ㅋㅋ/^.^/	10
분위기도 좋고  직원분들도 너무 친절해서  기분좋게 놀다 갑니다 😆 다음에 또 놀러 갈께요~~^^ 	10
친구들과 너무나 간만에 즐거웠습니다.친절 분위기 맛있는 음식들까지 완벽합니다^^다음주에 또 갈께요	10
친구 소개로 가봤는데 생각했던 것보다 인테리어가 좋았고 게다가 일하시는 분들 매너가 정말 좋아서 친구들하고 좋은 시간 보내고 왔어요:)	10
분위기좋아요~원래사람항상많던데ㅠ 코로나땜에별로없어서 웨이팅도없이들어갓어용	10
지인들과 비지니스 차원으로 왔지만다음에는 여자친구와 좋은 분위기 내러 다시 방문하겠습니다^^	10
분위기 최고예요👍🏻 직원분들이 친절하시고 너무 상큼하세요 하트뿅뿅 맨날갈거에요	10
벌써 몇번째 재방문인지도 모르겠네용ㅎㅎ 이번엔 일반테이블로 예약했는데 분위기도 너무 좋고, 칵테일도 너무 맛있었어요 좋은사람이랑 좋은곳에서 좋은시간보내고와서 기분도 너무 좋았어요 갈때마다 항상 서비스가 좋아서 너무 감사합니다~! 또 이용할게여^-^~	10
분위기가 좋아서 생일파티나 연말/연초에 가도 좋을 거 같아요👍🏻직원분들도 친절하시고, 칵테일도 맛있었습니다🤞🏻	10
고급스러운 분위기가 인상적이었고기분내며 한잔하기로는 최고의 공간이었어요	10
너무 분위기가 좋아서 이혼도장 찍으러 갓는데 다시  잘지내보자고 이야기햇습니다	10
꼭 다시 가보고 싶어요	10
칵테일이 먹고 싶어서 찾아서 왔는데 분위기도 좋고 바텐더님들도 너무 재미있고 친절하셨습니다. 취향에 맞게 칵테일도 추천해주시고 전반적으로 다 좋았어요! 데이트나 친구들과 와도 좋은 곳이라고 생각합니다 :)	10
생일 기념 부모님이랑 간 곳인데 분위기 너무 좋고 무엇보다 칵테일이 맛있는 곳..! 	10
친구들이랑 분위기내보고싶어서 갔는데 서비스가 최고네요👍🏻 직원분들도 다 멋있고 친절해요^^ 음식맛도 좋고 분위기에 취했다가 나왔네요 모임있을때 또 방문할거에요~~!	10
바텐더가 잘 생겼어요! 분위기도 좋고 ~~~~ 칵테일도 다 멋있어요 !! 좋아요 _>_<	10
분위기 넘 좋고 직원분들 다 친절하고 치즈도 존맛❤️	10
바텐더분들 너무 친절하고 잘생겼어요♥	10
ay라운지 인스타에서 이름만 들어봤는데 예약하고 가보니 왜 사람들이 그렇게 인스타에 올리는지 알것같다ㅋㅋㅋㅋ일단 분위기는 역시 티비에도 많이 나올정도로 귀품있다고해야하나? 정말 이뻤고, 일하시는분들도 너무 잘생기신듯ㅎㅎㅎ 루콜라피자는 꼭 먹으세요 여러분!!!!!! 존맛탱입니다! 완전강추!!	10
요즘 코로나 때문에 룸으로 잡고 친구들을 만났는데요! 직원들이 친절한건 물론이고 다들 얼굴이... 헉 .... 오랜만에 만난 친구들이여서 기분도 업 되어 있었고 좋은시간 보냈어용ㅎㅎ 앞으로 계속 방문 할 거 같습니다 🤗	10
분위기도 좋고 직원분들도 친절하세요~!	10
티비에많이나오기로유명한곳.. 진짜 고급지고 너무이뻐요!! 음식도 너무 맛잇엇어요!! 직원분들 서비스에 감동하고갑니다! 또갈게요	10
여기는 진짜 강추!!!!진짜 자주 이용하는 곳인데 분위기하면 두말할거없이 ay라운지 ㅎㅎ 안주도 맛있는곳이니 여러분들 많이 와보세요 레전드|~~~~~	10
이달의칵테일 , 감바스 , 윈터킹덤이렇게주문했는데 술을 잘못하는데 생각보다 너무 잘맞았어요 집들어가기전에 가볍게 한잔하고싶어서 방문했는데 저도모르게 2잔..안내도 잘해주시고 “Bar”에 앉아보고싶었는데 어떻게 말도안했는데 안내해주셔서 감사했습니다 앞에계셔주시던 직원분들 덕분에 지루하지않고 좋은시간 보내다가 갔습니다 감사합니다	10
너무너무 분위기가 좋았습니다!! 첫 방문이였눈데 직원분들이 너무 잘생기시고 친절하시기 까지해서 너무 좋았네요 ㅎㅎㅎㅎㅎㅎ 또 한번 가고싶은 곳으로 기억이 남아 꼭 다음번에도 꼭 방문 하겠습니다!!! ㅎㅎㄹ 	10
분위기가 너무 좋아서 자주 가는곳이고 주변사람들한테 추천할때마다 좋아하더라구여 뿌듯쓰ㅠㅠ	10
와.. 일단 그냥 항상 분위기에 한번 압도당하고 직원분들 비주얼에 한번더 감격하고 서비스도 너무 잘해주시고 칵테일랑 플레이트들도 너무 맛있어서 자주 방문합니다 ! 존멋 졸맛탱!! 👍🏻👍🏻👍🏻	10
오우 여기 코로나인데 코로나와 상관없이 직원들이 다들 건강한것 같아요 ㅋㅋㅋㅋ! 여기오면 건강해지는 느낌 ~~~^^ 상큼한 모히또~먹고 감돠 히또다 히또~.~!!!! 나이스~~~~분위기 굿	10
조아짜여♡분위기 서비스 만점이양♡	10
분위기 좋네요. 자주 방문 할게요 ^^	10
몇번 오다보니 단골 됐어요!  인포에서 잘생긴! 직원분이 손소독제도 챙겨주고 서비스는 강남 1등인거 같아요ㅋㅋㅋ굿	10
직원분께 칵테일 추천 받아서 주문 했는데  직접 테이블에 오셔서 불쇼처럼 퍼포먼스 해주시고 괜히 특별해진거 같아서 기분 넘 좋았습니다 🥰  여기는 직원을 얼굴 보고 뽑나.... 다들 친절하시고 분위기 짱 다음에 또 올게용	10
스탠다드가 기본 룸이라고 해서 별 기대 안하고 방문했는데 기본룸치고 너무 예쁜거 아닌가요.....여자친구랑 데이트 잘했어요, 감사해요	10
서울에서 찾기힘든 맛, 인테리어, 직원 친절도 적절히 베스트인 곳 을 찾는다면 강추입니다ㅎㅎ 	10
남자친구랑 기념일이라 다녀왔는데 부티끄룸 분위기 최고에여ㅠㅠ 두번가세용 세번가세용	10
분위기너무좋네요. 들어가는순간 영화속장면같은 공간이 펼쳐짐. 데이트하기좋은 와인바 강추	10
다들 친절하시고, 음식도 맛있어요. 특히 멘보사 추천. 음악 소리가 좀 커서 별1개 빼긴 하지만, 간만에 색다른 분위기를 즐겼어요~	10
럭셔리룸? 예약해서 갔는데 완전 좋았어요~~~ 	10
분위기 좋고 친절해요~ 가격은 비쌈테이블 잡으려면 바틀하나 시켜야함	10
분위기도 좋고 직원분들이 친절해요~:)	10
남자친구가 기념일로 예약해서 방문했는데 이렇게 분위기있고 맛있는곳을 왜 이제 알았을까요;다음번에는 제 생일날 이용하려고합니다!!  재방문의사10000000%	10
친구들이랑 처음 방문했는데 사진보다 실물이 훨씬 분위기 최고였어요!! 신나게 놀고싶을때 자주찾아가여겠어요 음식도 완전 맛있습니다~~	10
집근처라 자주가요 맛있어요!	10
인원수가 적어져서 부득이하게 테이블로 바꿧는데 흔쾌히 바꿔주셔서 감사햇습니다! 직원분들 모두 너무 친절하시고 모임내내 즐거웠습니다!	10
지인이 칵테일 맛있다고 추천해주셔서 친구 생일파티로 방문했어요! 분위기 대박, 칵테일 대박, 음식 대박!! 너무 잘 놀고 가요❤️❤️	10
친구들이랑 생일파티하러 갔는데 룸 너무고급지고 직원들 너무 친절해요 ... 짱짱 재방문의사 1000000000%	10
남자친구랑 간단하게 칵테일 한 잔 하러왔는데 남친님이 너무 좋아하네요~ 분위기도 좋고 칵테일도 너무 맛있어요~~ 또 올께요!! ㅎㅎ	10
직원분들도 너무 친절하시고 음식도 맛있어요 무엇보다 분위기가 짱! 덕분에 예쁜 생일파티 했어요^^	10
첫 방문이였는데 직원분들이 너무 친절하시구 매장 분위기도 너무 고급스러워서 생각 이상으로 만족했습니다 다음에도 재방문 의사 100프로에요! 다음에 또 예약할게용!	10
생파있어서 테이블잡았는데 분위기깡패에음식도 맛있었어용 다음 생일때 또 올게영	10
생일이라 이번에친구들하고갔었는데 역시 티비많이나온곳이라 사람들이많더라구용 인테리어두진짜이쁘궁.. 자주갈거가타영 히히	10
직원분들 넘 잘생겼어요 입구에서부터 눈호강했고, 특히 카운터쪽에 정장세트로 입으신 남자분 핵존잘 ㅎㅎ	10
분위기가 너무 좋고 맛도 좋았어요!!무엇보다 일하시는분들이 최고오 ㅎㅎ 담번에 또 방문하려구요~!!	10
어제 모임때문에 갔는데 분위기랑 음식모두다 만족 스러웠어욤~~다음에 또 갈꺼같아요^^	10
다음에 또 가고 싶은 우아한 바였어요. 직원들도 정말 훌륭했습니다. 좋은 추억을 만들 수 있게해줘서 고맙습니다	10
음식이랑 칵테일 모두 맛있었어요. 닫히는 문이 없어서 좀 당황했는데 그래도 보이거나 하진 않아서 괜찮았습니다.무엇보다 룸 인테리어 보고 골랐는데 만족스러운 분위기였습니다. 역에서도 가깝고 분위기 즐기러 가기 좋은 것 같아요^^	10
점원분들이 정말 친절하시고, 칵테일도 추천 해달라고 하면 요청에 잘 맞게 해주시는 편이에요. 칵테일도 맛있고, 와인도 달고 좋았어요. 개인적으로 전 전체적으로 다 괜찮았습니다. 부담 없이 즐기기에 좋았습니다. 여성분들이 가시기 좋을 거 같아요. 단 거 좋아하는 제 입맛에도 맞았어요. 좋았습니다. 	10
1. 바텐더가 추천을 잘해줍니다. 2. 업장 분위기가 데이트 하기 좋습니다. 3. 숙박업소가 근처에 많습니다. 4. 안주가 맛있어요.	10
역시 넘 죠아유 놀때 맨날가고싶어요ㅎ	10
처음방문했는데 분위기 맛 다 너무 좋아요 일하시는분들도 친절하셔서 더 좋았어요!! 	10
칵테일 맛이 깔끔하고 맛있습니다ㅎㅎ 	10
예쁘고 분위기도 좋고, 직원분들 친절해서 넘나 좋았어요	10
분위기가 너무좋고 게다가 음식이너무 맛있어서 반해버렸어용ㅎㅎ 남자친구랑 데이트하기 딱 좋은 곳~!!	10
분위기 너무 좋구 직원분들이 친절하셔서 너무 좋았어요~!!! 다음에 친구생일때 재방문예정입니다!!	10
어우 너무 좋은데요 이 가격에 이런 분위기는 처음 이네요계속 영업하시면 오래오래 다니고 싶어요	10
분위기깡패네요...여자친구랑 갔다왔는데 또가고싶다고하네요 ㅎㅎ또방문하겠습니다!!	10
핫플레이스 간 것도 너무 좋았는데 부티크룸까지>_<프라이빗하면서도 외부를 볼수 있어 너무 좋았어요!제가 친구들도 데려갔는데..다들 만족하고 저를 칭찬해줬답니다ㅎㅎ 이제 고급지게 놀려구요^^ㅎ 완전 추천 만땅입니당!!!	10
분위기도 너무 좋고 무엇보다도 칵테일이 너무 이쁘게 나오고 맛있어서 기분좋게 다녀갔습니다 ! 	10
지금껏 가보았던 캌테일  바 중 처음으로 눈앞에서 스퀴즈한 과일즙을 사용하는 캌테일 만드는 곳을 알게 되어 눈과 입이 정말 즐거웠어요^^  맞춤 캌테일까지 만들어주시는 실력있는 바텐더님 두분 덕분에 정말 맛있는 캌테일 맛보고 갑니다ㅎㅎ 바텐더님 재치 넘치는 입담까지 더해져 너무 즐거운 시간이었어요~^^	10
분위기 좋은 곳에서 먹으니까 더 즐거워지는 기분이였어요 감사합니다 !!또 예약하고 올게요!	10
분위기도 고급지고 직원분들도 친절하셔서 너무 좋았어요👍🏻👍🏻다음에도 또 방문할게여~~😆😆	10
생일파티 재밌게 하고 왔습니다~~분위기 너무 좋고 직원분들 너무 잘생겼어요,, ㅠ 짲응	10
세상에서 제일좋은 칵테일빠!	10
강남에 이런곳이 있다니ㅠㅠ분위기 정말 좋고 직원분들도 친절하세요!!	10
역시 기대를 저버리지 않네요유명한곳이라서 찾아가봤는데직원분들 친절하시고 분위기 너무 좋았어요!	10
분위기도 너무좋고 서비스가너무좋았어요 친구들이랑 좋은 시간보내기에  최고였어요 진짜 추천입니다!!!!!!!	10
오랜만에 방문했는데 역시나 좋은 분위기에요 직원 분들도 항상 웃어주시고 친절하셔서 기분좋아지더라구요 다음에 또 올게요 감사합니다! 	10
분위기 좋네요. 자주 방문 할게요 ^^	10
리뷰가좋아서 방문했는데 음식도그렇고 분위기도 가격대비 개인적으론 별루였습니다	10
분위기깡패입니당❤️새로운 친구들이 강남역 라운지바 추천해달라고할때마다 꼭 들르는 곳이에여 뀨>_< 칵테일 정말 맛있게 만들어주셔서 후회없습니당 헷헷 강추강추!	10
넓은 가게에 전반적으로 칵테일 퀄리티는 훌륭했습니다. 바텐더 분들도 친절하시고  특별한날에 지인들과 시간 보내기에 괜찮은 장소 같습니다. 추천드립니다.	10
직원분들 존잘 bbbbb 분위기 말해뭐해~ 뒤집어졌습니다 ^^	10
소문대로 정말 분위기도좋고 깨끗해서 좋았어요	10
세번째 방문인데 분위기는 솔직히 원탑이고 안주랑 칵테일이 너무 잘어울려서 다음번에도 꼭 방문하고싶게만드는 매력이 큰 술집이라고 생각이드네요!!! 서비스도 너무 좋은거같습니다!! ㅎㅎ	10
분위기도 넘 좋앗고 직원분들도 친절햇어요^^분위기 짱!!!!!	10
오랜만에 다시 찾은 에이와이 너무 만족이에요 크리스마스 분위기로 많이 꾸며지고 트리가 인상에 남았어요!! 직원분들은 역시 항상 친절하시구 맛도 역시👍👍 다음에 또 올게요😆😆	10
별점5 매장 인테리어도 너무 고급스럽게 되있고 칵테일도 너무 맛있어요😋 강남역 갈때마다 들리는데 갈때마다 기분좋게 잘 놀다가는거 같아요!! AY라운지 최고입니당👍🏼	10
분위기도 너무 좋고 모든게 다 완벽했습니다 🤍또 방문할께요 !!	10
처음와봤는데 직원분들 너무 친절하시고 매장도깔끔하고 분위기가 너무좋아요. 듣던데로 정말 괜찮네요 ㅎㅎㅎ 다음번에도 들러야겠네요!!	10
분위가 너무 좋았고 음식이랑 음료도 너무 맛있었어요!	10
예쁘면서 분위기도 좋고 칵테일도 엄청 좋았어요 데이트하기 좋네요 😆	10
너무 깔끔하고 좋았어요!!다음에 또갈게요!!	10
분의기가 너무 좋아요~~메뉴도 너무 맛있구요~~	10
직원들이 다들 친절하고 분위기도 너무 좋아요!!	10
역시 소문대로입니다^^분위기 너무 좋아 즐거운 시간 보내고 왔습니다	10
분위기좋고 직원분들 친절하고 친구들이랑 놀기 좋은곳이네요 강추!!	10
분위기도 좋고 친구랑 갔는데 서비스도 좋네요 또 이용할 것 같아요	10
분위기가 너무 좋아요!! 자주 이용해야겟어요!	10
오랜만에친구들과 신년 맞이 모임 첫 장소로 가볍게 칵테일 한 잔씩 마셨는데 분위기도 한몫하고 좋았습니다~!	10
분위기도 좋고 직원분들도 친절해서 항상 기분 좋게 이용하고 갑니다ㅎㅎ	10
분위기 좋은 곳 에서 친구들과 좋은 시간 보내고 가요~	10
분위기도 너무 좋고 직원들분도 너무 친절하셔서 너무 좋았습니당 ㅎㅎ	10
분위기도 좋고 직원들 친절해서 좋아요 자주 올거 같아요!!	10
분위기 좋고 직원들도 친절합니다 재방문의사 200%	10
분위기도 넘 좋고 직원분들 다들 너무 친절하세요~~><	10
생일이라 예약하고 갓다왔는데 분위기진짜 최고 ..  ㅠㅠㅠ꼭한번 가보세요	10
분위기 대박 이번 연말에도 와야겠어용 ㅎ.ㅎ	10
바텐더 분들도 너무 친절하고꙼̈ 재밌으시구 칵테일도 너무 맛있어요!! 취향에̆̈ 맞게 추천도 잘 해주셔용 ㅎㅎㅎ 즐거운 시간 보내고꙼̈ 감니다~!!~!😘😘	10
너무 유명한 라운지바라서 친구들이랑 언제 한번 가보고 싶었는데 실제로 가보니까 생각했던것보다 더 분위기도 좋고 직원분들도 정말 친절하네요 칵테일도 너무 맛있고 이쁘기도 합니다 다음에도 또 와야겠어요 👍👍	10
직원분들도 친절하시고 분위기도 좋고 모임하기 딱 좋은 그런곳이었어요~ 감사합니다.(특히 2층 여자직원님 친절하게해 응대해주셔서 감사해요)	10
역시 AY라운지 👍🏼몇번 갔었는데 얼굴도 기억해주시고 친절하게 해주셔서 너무 감동이에요! 	10
일때메 바빠서 오랜만에 방문했는데 만족합니다ㅎㅎ일단 분위기좋고 직원분들이 매우 친절해요^^ 	10
에이와이라운지는 갈때 마다 항상 만족하고 와요.	10
너무너무 예쁜 룸이고 안주도 진짜 맛있어서 넘 행복한 시간이였어요 :) 다음에 또 방문할게요 ㅎㅎ	10
지인 추천으로 방문해서 늦은 저녁 남자친구와 방문해서 칵테일 한잔 하고 왔네요~ 친절한 직원분들 덕에 기분이 좋았어요	10
직원들도 다들 친절하시고 바에 앉았더니 바텐더 분들이 직접 칵테일 만드는거 보는 재미두 있고~~~~특히 매장 분위기가 대박...선곡까지 완벽 ✨	10
연초에 갔다가 친구들이랑 잼나게 파티도하규 좋았어용! 흐흐 저번에갔는데 재방문임돠~~^^ 기억해주신 직원분 감사해용 ㅋㅋㅋ !	10
곧 연말이라 예약이 다 차있을듯 싶어서 조금 일찍 예약하고 방문했는데 연말에 또올것같네용 ㅋㅋㅋ	10
친구들이랑 송년회하러갔는데 직원분들이 너무 친절하셔서 제대로 기분냈어요 감사합니다 :)	10
분위기 너무 좋아요	10
완벽한 서비스 감사합니다!^^	10
분위기 좋았어요. 다만 테이블이 너무 낮아서 음식을 먹기가 불편했고. 노래소리가 너무 커서 이야기를 할 수 없었어요. 가볍게 2차하러 가기 좋은 곳일 듯요	10
분위기 깡패 !! 칵테일로 분위기 즐기고싶을때마다 방문하는 이곳!항상 친절하게 해주셔서 감사합니다 ^-^제방문 100% 합니다!	10
기본적인 분위기 부터 칵테일까지 뭐하나 빠짐없이 만족하고 좋은시간보냈습니다 ㅎㅎ	10
분위기도 좋고 칵테일이랑 안주가 너무 맛있었어요~조금 비싸도 아깝지가 않네요 ㅎㅎ	10
연말 모임했는데 안주도 맛있고 분위기 넘 좋았어서 재방문 의사 있어여	10
생각보다 사람이 없고..좀 썰렁? 했어요 금요일 밤이었는데..음식은 맛있었어요 안주도 쌈박하게 잘 나와요~ 잘 놀다갑니다.	10
분위기도 좋고 자주 가던 곳이라 또 방문했는데 원래 안그러셨던것같은데 이번에는 직원분들이 조금 불친절했어요. 벨눌러도 기본 20~30분 뒤에 오시고 주문한게 안나와서 말씀드리니까 주문해주셨냐고 다시 되물어보시고.. 연말이라 바쁘신건 알겠지만 웃으면서 응대해주셨으면 좋겠습니다~ 음식은 맛있었지만 이제 재방문은 없을 것 같네요.	10
너무 좋았어요	10
직원분들 다 친절하시고 좋았어요 케익 가져갔는데 불꽃 해주셨어요 감사합니다!-!-!-!-!!다음에 또 갈게용🥳 기분좋은 하루 보내씀미당!	10
바텐더 언니 예뻐요, 바텐더 오빠 키 크고 잘생겼어요. 친절하고 편안한 분위기에서 놀다 가요. 칵테일 엄청 맛있어요. 	10
친절한데 메뉴 퀄리티 치고 너무 비싸요	10
네이버에 검색해서 뜨는 곳 갔던거였는데 기대 이상이였습니다 ! 분위기도 좋고 매장에 나오는 노래도 좋았어요 ~ 담엔 바 자리 앉아보고 싶네요 ^^	10
연말이라 그런가 사람 진짜 많네요~~ 안주도 맛있고 분위기도 좋고 자주 이용합니다.	10
항상 만족하고있습니다단체 모임에는 최고네요	10
생일파티 만족스럽게 했습니다. 그리고 음식도 너무 맛있었어요	10
안주들도 맛있고 칵테일도 너무 맛있어요!😋😋 분위기도 좋구 직원분들도 친절하셔서 파티하기에 좋구 기분내러 오기 딱 좋은거 같아요 다음에 또 방문의사 있습니다!😊💕💕	10
칵테일도 맛있고 분위기도 좋아요#하와이안펀치 #피나콜라다	10
위치는 강남역에서 가까워서 좋아요~ 가격은 생각보다 비싼데 서비스는 좀 안타까웠어요~ 일찍 가서 손님도 없었는데 물 달라고 세번이나 말해야했고 포크 준비도 두번말해야 오고ㅠㅠ 그리고 왜 선불이어야 하는지도 의문임. 추가로 계속 시킬거라니 카드 맡기고 주문할 수 있다고 해서 맡겨놨는데 서버가 계속 바뀌니 서버마다 선주문이라고 계속 해서 카드맡겼다고 계속 얘기해야 했어요~ 물론 직원들이 친절해서 기분이 상하거나 그런건 아니지만 친절만하지  가격대비 서비스가 충분하지 못하다는 생각이 들었어요,, 	10
넘넘 친절하시고 케이크 셋팅도 너무 잘 해주셔서 좋았어요^^ 다음에 또 올게요~~	10
분위기 굿 맛도 굿	10
룸이 너무 많길래 결정못해서 매장에 전화해서 추천받은 부띠끄룸으로 예약했는데 너어!!무!!!! 좋았어요!!!!!!!!!다음에 또갈께요 생일파티하기 좋을것같았어요~!!	10
분위기 좋아요~	10
분위기 조아요 인생샷 건지기 딱임	10
칵테일 맛있고 인테리어에 부내 나요	10
좋아요 좋아요 연말 모임하기 정말 좋았어요	10
분위기 좋고 ,서비스나 직원분들도 모두 친절해서 만족합니다	10
분위기도 좋고 칵테일도 맛있어요	10
룸으로 예약 해서 친구들과 프라이빗하게 즐길 수 있었고, 케이크를 멋지게 장식해 주셔서 좋았어요	10
분위기도 너무좋고 직원분들이 너무 친절해서 가끔씩 생각날꺼같아요! 피자 존맛탱 두번드삼!	10
택시가 잡히지 않는 강남역 11번 출구라면 그 대기시간을 매우 유의미하게 보낼수 있는 곳	10
Wow 강남에 이런곳이 일단 번화가 쪽이아니라서 넘 조아요~~지방에서 와서 대한민국에 이런곳이있다니 역시 갱남은 다르네요~~~굿굿!!! 모임도좋고 파티하기도좋고 ^^ 짱이에요!!!! 돈쓸맛 생김 	10
안내해주시는 분들의 친절한 안내덕에위치나 주문을 손쉽게 이용할수 있었으며 칵테일의 퀄리티 또한 우수했다. 칵테일을 조주해주신분의 정성이 느꺼져서 기분이좋았다.	10
서비스도 좋았고 분위기도 좋았어요 크리스마스 파티 재밌게 잘했어요!	10
항상 올 때마다 친절하고 유쾌한 직원분들~~ 분위기도 최고예요.	10
에이와이라운지는 갈때 마다 항상 만족하고 와요.	10
입구부터 인테리어가 너무 예쁘고 분위기가 정말 너무좋아서 매우 만족했습니다 ! 그리고 멘보샤 졸맛탱 !!! 세번드세요 !!!	10
자타공인 분위기 맛집. 인테리어에 뒤지지 않는 칵테일.	10
분위기 갑이에요>_< 고급스러워서 놀라고 직원들 친절해서 두번놀람요 지인들 데려가기 좋은 곳😆	10
예약시간 맞춰서 갔는데.. 룸도 안치워져있고 룸앞에서 멀뚱멀뚱 기달리다가 룸다치워질때까지 기달렸어요..좋은날 기분 별로 였어요...	10
항상 갈때마다 만족하는 곳이에여 분위기 최고구 감바스 넘 맛나용ㅎㅎ	10
